no_runs,no_rbi,no_bb,yr_major,cr_runs,cr_rbi,cr_bb,logsalar,team_Baltimore,team_Boston,team_California,team_Chicago,team_Cincinnati,team_Cleveland,team_Detroit,team_Houston,team_KansasCity,team_LosAngeles,team_Milwaukee,team_Minneapolis,team_Montreal,team_NewYork,team_Oakland,team_Philadelphia,team_Pittsburgh,team_SanDiego,team_SanFrancisco,team_Seattle,team_StLouis,team_Texas,team_Toronto,league_National,division_West,position_2B,position_3B,position_C,position_CF,position_LF,position_OF,position_RF,position_SS,position_other,BA,CBA,HRR,CHRR,FP
35,31,32,4,180,148,158,5.6258209332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.2473118279569892,0.2612214863870493,0.014336917562724,0.0228108903605592,0.9714285714285714
50,71,44,7,338,406,239,6.6200732065,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.2333333333333333,0.2543714945562521,0.0375,0.0362916529198284,0.9578947368421052
94,29,60,2,201,69,110,5.0751738152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.2316666666666666,0.25,0.0,0.0008090614886731,0.97196261682243
107,98,74,6,399,366,286,7.1701195434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3049180327868852,0.2760263929618768,0.0311475409836065,0.0252932551319648,0.9899302865995352
37,44,37,7,279,257,246,6.2633982626,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.225,0.2495590828924162,0.0138888888888888,0.0180776014109347,0.9934354485776804
67,27,36,7,272,125,194,6.3099182782,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.3204134366925064,0.2850704225352112,0.0025839793281653,0.0033802816901408,0.9655172413793104
107,71,105,5,474,322,417,7.3777589082,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3568965517241379,0.3520518358531317,0.0137931034482758,0.0115190784737221,0.9533169533169532
66,41,34,1,66,41,34,4.7874917428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.2867647058823529,0.2867647058823529,0.0269607843137254,0.0269607843137254,0.9892682926829268
82,100,57,1,82,100,57,5.1059454739,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2900505902192243,0.2900505902192243,0.0370994940978077,0.0370994940978077,0.9890988372093024
21,23,22,8,107,124,106,5.662578318867337,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.2398190045248869,0.2662276575729069,0.0090497737556561,0.0141110065851364,0.9845758354755784
65,48,37,5,379,311,138,6.551080335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.255533199195171,0.2981871994080651,0.0140845070422535,0.0118386977432482,0.9910979228486648
76,50,94,12,897,451,875,6.7742238864,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2764227642276423,0.2741789148974777,0.0101626016260162,0.0070767555797495,0.9719887955182072
61,43,52,6,217,93,146,5.9532433343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.2652631578947368,0.2547058823529411,0.0063157894736842,0.0041176470588235,0.9554140127388536
85,60,78,8,470,420,332,6.8669332845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2513089005235602,0.2679799874921826,0.0157068062827225,0.0303314571607254,0.991763898421414
77,44,31,11,775,357,249,6.907755279,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.2694136291600634,0.2968622656886716,0.0142630744849445,0.0061124694376528,0.9927710843373494
